h5_path,group_name,video_id,word_id,word,label_index,actor_id,camera_id,num_frames,feature_dim,split,pose_detection_rate,right_hand_detection_rate,left_hand_detection_rate,face_detection_rate
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0005_REAL02_F,NIA_SL_WORD0005_REAL02_F,5,눈,197,02,F,158,208,train,1.0,1.0,0.9873417721518988,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0005_REAL02_L,NIA_SL_WORD0005_REAL02_L,5,눈,197,02,L,158,208,train,1.0,0.9936708860759493,1.0,0.9683544303797469
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0005_REAL02_R,NIA_SL_WORD0005_REAL02_R,5,눈,197,02,R,158,208,train,1.0,1.0,1.0,0.9367088607594937
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0005_REAL02_U,NIA_SL_WORD0005_REAL02_U,5,눈,197,02,U,158,208,train,1.0,0.9936708860759493,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0005_REAL03_D,NIA_SL_WORD0005_REAL03_D,5,눈,197,03,D,161,208,train,1.0,0.9937888198757764,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0005_REAL03_F,NIA_SL_WORD0005_REAL03_F,5,눈,197,03,F,161,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0005_REAL03_L,NIA_SL_WORD0005_REAL03_L,5,눈,197,03,L,161,208,train,1.0,0.9937888198757764,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0005_REAL03_R,NIA_SL_WORD0005_REAL03_R,5,눈,197,03,R,161,208,train,1.0,0.9875776397515528,1.0,0.9440993788819876
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0005_REAL03_U,NIA_SL_WORD0005_REAL03_U,5,눈,197,03,U,161,208,train,1.0,0.9937888198757764,0.9937888198757764,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0005_REAL04_D,NIA_SL_WORD0005_REAL04_D,5,눈,197,04,D,155,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0005_REAL04_F,NIA_SL_WORD0005_REAL04_F,5,눈,197,04,F,155,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0005_REAL04_L,NIA_SL_WORD0005_REAL04_L,5,눈,197,04,L,155,208,train,1.0,1.0,1.0,0.9161290322580645
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0005_REAL04_R,NIA_SL_WORD0005_REAL04_R,5,눈,197,04,R,155,208,train,1.0,0.9935483870967742,1.0,0.9225806451612903
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0005_REAL04_U,NIA_SL_WORD0005_REAL04_U,5,눈,197,04,U,155,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL05.h5,NIA_SL_WORD0005_REAL05_D,NIA_SL_WORD0005_REAL05_D,5,눈,197,05,D,93,208,train,1.0,0.989247311827957,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL05.h5,NIA_SL_WORD0005_REAL05_F,NIA_SL_WORD0005_REAL05_F,5,눈,197,05,F,93,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL05.h5,NIA_SL_WORD0005_REAL05_L,NIA_SL_WORD0005_REAL05_L,5,눈,197,05,L,93,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL05.h5,NIA_SL_WORD0005_REAL05_R,NIA_SL_WORD0005_REAL05_R,5,눈,197,05,R,93,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL05.h5,NIA_SL_WORD0005_REAL05_U,NIA_SL_WORD0005_REAL05_U,5,눈,197,05,U,93,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL06.h5,NIA_SL_WORD0005_REAL06_D,NIA_SL_WORD0005_REAL06_D,5,눈,197,06,D,111,208,train,1.0,1.0,0.9819819819819819,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL06.h5,NIA_SL_WORD0005_REAL06_F,NIA_SL_WORD0005_REAL06_F,5,눈,197,06,F,111,208,train,1.0,0.990990990990991,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL06.h5,NIA_SL_WORD0005_REAL06_L,NIA_SL_WORD0005_REAL06_L,5,눈,197,06,L,111,208,train,1.0,1.0,1.0,0.8828828828828829
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL06.h5,NIA_SL_WORD0005_REAL06_R,NIA_SL_WORD0005_REAL06_R,5,눈,197,06,R,111,208,train,1.0,1.0,1.0,0.8558558558558559
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL06.h5,NIA_SL_WORD0005_REAL06_U,NIA_SL_WORD0005_REAL06_U,5,눈,197,06,U,111,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL07.h5,NIA_SL_WORD0005_REAL07_D,NIA_SL_WORD0005_REAL07_D,5,눈,197,07,D,137,208,val,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL07.h5,NIA_SL_WORD0005_REAL07_F,NIA_SL_WORD0005_REAL07_F,5,눈,197,07,F,137,208,val,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL07.h5,NIA_SL_WORD0005_REAL07_L,NIA_SL_WORD0005_REAL07_L,5,눈,197,07,L,137,208,val,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL07.h5,NIA_SL_WORD0005_REAL07_R,NIA_SL_WORD0005_REAL07_R,5,눈,197,07,R,137,208,val,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL07.h5,NIA_SL_WORD0005_REAL07_U,NIA_SL_WORD0005_REAL07_U,5,눈,197,07,U,137,208,val,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL08.h5,NIA_SL_WORD0005_REAL08_D,NIA_SL_WORD0005_REAL08_D,5,눈,197,08,D,137,208,val,1.0,0.9416058394160584,0.9927007299270073,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL08.h5,NIA_SL_WORD0005_REAL08_F,NIA_SL_WORD0005_REAL08_F,5,눈,197,08,F,137,208,val,1.0,0.9854014598540146,0.9927007299270073,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL08.h5,NIA_SL_WORD0005_REAL08_L,NIA_SL_WORD0005_REAL08_L,5,눈,197,08,L,137,208,val,1.0,1.0,0.43795620437956206,0.9781021897810219
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL08.h5,NIA_SL_WORD0005_REAL08_R,NIA_SL_WORD0005_REAL08_R,5,눈,197,08,R,137,208,val,1.0,0.656934306569343,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL08.h5,NIA_SL_WORD0005_REAL08_U,NIA_SL_WORD0005_REAL08_U,5,눈,197,08,U,137,208,val,1.0,0.8978102189781022,0.9781021897810219,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL09.h5,NIA_SL_WORD0005_REAL09_D,NIA_SL_WORD0005_REAL09_D,5,눈,197,09,D,159,208,test,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL09.h5,NIA_SL_WORD0005_REAL09_F,NIA_SL_WORD0005_REAL09_F,5,눈,197,09,F,159,208,test,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL09.h5,NIA_SL_WORD0005_REAL09_L,NIA_SL_WORD0005_REAL09_L,5,눈,197,09,L,159,208,test,1.0,1.0,1.0,0.949685534591195
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL09.h5,NIA_SL_WORD0005_REAL09_R,NIA_SL_WORD0005_REAL09_R,5,눈,197,09,R,159,208,test,1.0,1.0,1.0,0.9308176100628931
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL09.h5,NIA_SL_WORD0005_REAL09_U,NIA_SL_WORD0005_REAL09_U,5,눈,197,09,U,159,208,test,1.0,1.0,0.9937106918238994,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL01.h5,NIA_SL_WORD0007_REAL01_D,NIA_SL_WORD0007_REAL01_D,7,음료수,240,01,D,137,208,train,1.0,0.9927007299270073,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL01.h5,NIA_SL_WORD0007_REAL01_F,NIA_SL_WORD0007_REAL01_F,7,음료수,240,01,F,137,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL01.h5,NIA_SL_WORD0007_REAL01_L,NIA_SL_WORD0007_REAL01_L,7,음료수,240,01,L,137,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL01.h5,NIA_SL_WORD0007_REAL01_R,NIA_SL_WORD0007_REAL01_R,7,음료수,240,01,R,137,208,train,1.0,0.9781021897810219,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL01.h5,NIA_SL_WORD0007_REAL01_U,NIA_SL_WORD0007_REAL01_U,7,음료수,240,01,U,137,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0007_REAL02_D,NIA_SL_WORD0007_REAL02_D,7,음료수,240,02,D,188,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0007_REAL02_F,NIA_SL_WORD0007_REAL02_F,7,음료수,240,02,F,188,208,train,1.0,0.9893617021276596,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0007_REAL02_L,NIA_SL_WORD0007_REAL02_L,7,음료수,240,02,L,188,208,train,1.0,0.973404255319149,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0007_REAL02_R,NIA_SL_WORD0007_REAL02_R,7,음료수,240,02,R,188,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL02.h5,NIA_SL_WORD0007_REAL02_U,NIA_SL_WORD0007_REAL02_U,7,음료수,240,02,U,188,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0007_REAL03_D,NIA_SL_WORD0007_REAL03_D,7,음료수,240,03,D,204,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0007_REAL03_F,NIA_SL_WORD0007_REAL03_F,7,음료수,240,03,F,204,208,train,1.0,0.9950980392156863,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0007_REAL03_L,NIA_SL_WORD0007_REAL03_L,7,음료수,240,03,L,204,208,train,1.0,0.9950980392156863,0.946078431372549,0.9754901960784313
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0007_REAL03_R,NIA_SL_WORD0007_REAL03_R,7,음료수,240,03,R,204,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL03.h5,NIA_SL_WORD0007_REAL03_U,NIA_SL_WORD0007_REAL03_U,7,음료수,240,03,U,204,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0007_REAL04_D,NIA_SL_WORD0007_REAL04_D,7,음료수,240,04,D,174,208,train,1.0,1.0,1.0,0.9827586206896551
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0007_REAL04_F,NIA_SL_WORD0007_REAL04_F,7,음료수,240,04,F,174,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0007_REAL04_L,NIA_SL_WORD0007_REAL04_L,7,음료수,240,04,L,174,208,train,1.0,1.0,1.0,0.9540229885057471
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0007_REAL04_R,NIA_SL_WORD0007_REAL04_R,7,음료수,240,04,R,174,208,train,1.0,0.9885057471264368,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL04.h5,NIA_SL_WORD0007_REAL04_U,NIA_SL_WORD0007_REAL04_U,7,음료수,240,04,U,174,208,train,1.0,1.0,1.0,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL05.h5,NIA_SL_WORD0007_REAL05_D,NIA_SL_WORD0007_REAL05_D,7,음료수,240,05,D,99,208,train,1.0,0.9393939393939394,0.98989898989899,1.0
C:\Users\PJ15\Downloads\수어 영상\1.Training\mediapipe_processed\staging\REAL05.h5,NIA_SL_WORD0007_REAL05_F,NIA_SL_WORD0007_REAL05_F,7,음료수,240,05,F,99,208,train,1.0,0.9090909090909091,0.98989898989899,1.0
